id_alojamiento,nombre,id_anfitrion,nombre_anfitrion,barrio,latitud,longitud,tipo_alojamiento,precio,minimo_noches,disponibilidad_365
6737089,Cosy apt in trendy Midsommarkransen,5096189,Amna,Hgersten-Liljeholmens,59.30405,18.01285,Entire home/apt,902,1,8
6737692,Beautiful large apartment in SOFO,35282886,Pia,Sdermalms,59.31516,18.08494,Entire home/apt,2325,4,0
6751765,City Center by the sea,18676015,Jonas,Kungsholmens,59.32905,18.03407,Entire home/apt,1246,2,357
6753639,Large Old Town Apt with terrace - CARL,8547277,Tom,Sdermalms,59.32379,18.07473,Entire home/apt,2511,1,272
6755691,"Top floor, Stockholm Skyline view.",35370344,Nicodemus,stermalms,59.34876,18.06344,Entire home/apt,696,55,212
6779145,Large and luxury villa close to the city centre,35488274,Johan,Hgersten-Liljeholmens,59.30949,17.99986,Entire home/apt,3002,4,0
6787587,Lovely flat in central Stockholm,31633205,Ellinor,stermalms,59.33468,18.0945,Entire home/apt,883,5,0
6793100,Large Old Town Rooftop Apartment - BALTZAR,8547277,Tom,Sdermalms,59.32584,18.07529,Entire home/apt,1795,1,293
6794204,Small apartment close to the city,35562613,Erik,Enskede-rsta-Vantrs,59.26135,18.04259,Entire home/apt,490,4,0
6794871,"Old house 2, fabulous view & garden",32815596,Ola,Sdermalms,59.31796,18.0853,Private room,696,1,0
6802116,Conveniently Located Private Room + Bathroom,10803826,Nadia,Skrholmens,59.29327,17.93404,Private room,353,3,220
6821328,Charming house close to city centre,22831717,Petra,Enskede-rsta-Vantrs,59.27876,18.07548,Entire home/apt,1864,5,321
6833811,43 Sqm with balcony near soder,35802838,Robin,Enskede-rsta-Vantrs,59.29293,18.08766,Entire home/apt,1001,4,0
6835834,Quality place  close to nature,4922434,Julia,Skrholmens,59.27844,17.87595,Entire home/apt,667,2,321
6836406,Live close to the royal castle,26496190,Ingela,stermalms,59.33524,18.08147,Private room,902,5,242
6846003,"Centrally, lakeside townhouse near Globe",35871885,Mats,Farsta,59.25002,18.11683,Entire home/apt,1697,3,98
6847576,2 br appartment great location!,35861713,Karina,Kungsholmens,59.33081,18.02724,Entire home/apt,1246,2,0
6849876,Apartment in the heart of Stockholm,35892486,Pontus,stermalms,59.3504,18.06277,Entire home/apt,902,4,57
6874248,Beautiful large apartment in SOFO,1303624,Mikael,Sdermalms,59.31281,18.08054,Entire home/apt,1805,5,56
6903598,Close to the city,35926804,Kerstin,lvsj,59.28467,17.98539,Private room,451,1,349
6907588,"Central, Modern, and Safe Accommodation",36199322,Ann,Sdermalms,59.31179,18.05945,Private room,657,1,154
6907743,Sunny Room in Central Stockholm,15009298,Julia,stermalms,59.352,18.06261,Private room,422,2,0
6946318,Renting part of the apartment .,2941410,Kyra,Sdermalms,59.32468,18.06875,Private room,736,3,16
6947971,Bright flat with balcony,36428938,Magnus,Kungsholmens,59.32868,18.02892,Entire home/apt,1001,3,0
6954004,"Charming, central 3 bedroom apt",36456271,Ninni & Christian,Norrmalms,59.34118,18.03767,Entire home/apt,2354,4,354
6964940,All in one: nature and city close!,36519274,Madeleine,Bromma,59.33748,17.98553,Entire home/apt,569,3,353
6968280,Spacious and arty apartment in the best location,20353324,Maria,Sdermalms,59.31703,18.05467,Entire home/apt,1452,3,0
6968676,"Charming villa, close to everything",36538534,Tobias,Hgersten-Liljeholmens,59.30131,17.94129,Entire home/apt,2001,5,0
6968770,A green oasis in the city,5732807,Isabelle,Sdermalms,59.3186,18.03995,Entire home/apt,1501,3,349
6971533,"Lovely appartment , central Stockholm",36554453,Nadine,Norrmalms,59.34314,18.04376,Entire home/apt,951,3,53
6981131,Beautiful apartment next to Karlaplan!,36605404,Karolina,stermalms,59.33729,18.09954,Entire home/apt,696,3,0
6981547,Amazing flat close to City & Nature,36607100,Anna,Skarpncks,59.28099,18.12297,Entire home/apt,991,5,0
7015782,2 rooms in apartment,14398815,Birgitta,Norrmalms,59.3378,18.05044,Private room,902,3,2
7031866,Scandinavian design touch,36864392,Petter,Kungsholmens,59.33308,18.04078,Entire home/apt,2501,4,7
7033172,Family apartment in trendy district,36871708,Angelica,Sdermalms,59.31775,18.05989,Entire home/apt,1991,5,0
7051558,Villa from 1910 in Old Enskede,12329536,Kalle,Enskede-rsta-Vantrs,59.28008,18.0866,Entire home/apt,1805,3,0
7058255,Cosy apartment in perfect location,13899263,Jenny,Kungsholmens,59.32998,18.03543,Entire home/apt,804,2,5
7075832,Room for 2 + 1 in shared villa,3840900,Robin,Kungsholmens,59.32415,17.98855,Private room,530,3,0
7088868,"Close to the city, great for couples/small family",21476923,Nathalie,Bromma,59.3362,17.98316,Entire home/apt,834,3,0
7089767,Beautiful villa in Stockholm!,37069448,Anna,Bromma,59.34805,17.89991,Entire home/apt,1452,3,224
7091827,Modern home in prime location!,37166603,Louise,stermalms,59.3339,18.08228,Entire home/apt,1020,4,163
7099441,Cozy apartment center of Stockholm,37209711,Ulrika,Kungsholmens,59.32983,18.04825,Entire home/apt,1599,1,0
7101116,One bedroom luxury with city location,37214759,Julia,Kungsholmens,59.33805,18.02708,Entire home/apt,530,4,0
7121516,"Among the Tree Tops, by the Lake",37304699,Sascha,Hgersten-Liljeholmens,59.3139,18.01096,Entire home/apt,1197,7,0
7142495,"Sauna, jacuzzi and fireplace in apt",26748189,Martin,Kungsholmens,59.3225,17.98757,Entire home/apt,1197,3,0
7159161,Room for 2 with private balcony,3840900,Robin,Kungsholmens,59.32414,17.98962,Private room,530,3,0
7171135,"Cozy, Fully furnished flat in Vasastan, Stockholm",6589804,Husein,Norrmalms,59.34917,18.04419,Entire home/apt,1197,2,28
7171859,Luxury apartment in city centre,27083087,Adeline,stermalms,59.33404,18.08193,Entire home/apt,4502,6,358
7172780,Cosy room with a stunning view!,37422697,Evy-Maria,Sdermalms,59.31812,18.08512,Private room,1079,1,74
7184829,Studio in the heart of SOFO!,11554694,Panthea,Sdermalms,59.31223,18.08042,Entire home/apt,893,3,1
7187855,Luxury apartment in Stockholm City!,33199397,Maximilian,Norrmalms,59.34196,18.0634,Entire home/apt,1805,2,16
7191414,Apt. close to city in green area,37662598,Shirin,Skarpncks,59.29768,18.10104,Entire home/apt,696,7,0
7196454,Lovely central 3-room apartment,37679510,Eva,Hgersten-Liljeholmens,59.31369,18.02753,Entire home/apt,2501,2,29
7202296,Charming turn of the century apartment,7403262,Aria,Sdermalms,59.32046,18.06157,Entire home/apt,1452,2,57
7229894,Hillary's place,27596223,Zara,Norrmalms,59.34469,18.04514,Private room,696,3,242
7233393,Spacious room in north of Stockholm.,11820927,Yusuf,Spnga-Tensta,59.38997,17.91064,Private room,343,2,272
7240765,"Cozy flat in Kungsholmen, Stockholm",37910206,Laura,Kungsholmens,59.33797,18.01751,Entire home/apt,647,2,2
7243792,Beautiful Stockholm historic 3BR flat,37531600,Minette,Norrmalms,59.34114,18.04838,Entire home/apt,1403,6,0
7245607,Recently remodelled room with big bed,36329461,Jan,Enskede-rsta-Vantrs,59.28564,18.09606,Private room,500,1,64
7258316,Studio in trendy Hornstull,38001118,Erik,Sdermalms,59.31781,18.03198,Entire home/apt,696,5,0
7261860,Great apartment in Aspudden,4382815,Marith,Hgersten-Liljeholmens,59.30683,18.00578,Entire home/apt,1099,5,0
7270432,immediate access to naturereserv and close to town,15274414,Roger,Skarpncks,59.2796,18.13641,Private room,402,1,0
7287828,Great apartment in Stockholm city!,38164866,Christian,stermalms,59.35113,18.05574,Entire home/apt,696,2,1
7298185,Cosy Hideout in Vasastan,6600488,Henrik,Norrmalms,59.34281,18.03855,Entire home/apt,1197,2,0
7315451,Great view in Hornstull.,2696824,Karin,Sdermalms,59.3147,18.0381,Private room,2197,2,28
7324163,Room in Old town.,38368050,Mats,Sdermalms,59.32421,18.07389,Entire home/apt,598,5,22
7346527,Cozy apartment in the city center,37257653,Qingqing,Sdermalms,59.31426,18.07043,Entire home/apt,863,5,0
7353899,Bright Hornstull apartment,38485442,Agnes,Sdermalms,59.31662,18.03076,Entire home/apt,804,2,323
7356836,Stylish family friendly home,8448890,Leah,Sdermalms,59.31204,18.06174,Entire home/apt,1697,3,7
7380778,Lovely Stockholm studio apartment,7123287,Elin,Sdermalms,59.30739,18.07158,Entire home/apt,981,3,6
7389104,East/West  two beds in 34m2?,10682075,Shintaro,Sdermalms,59.31589,18.05445,Entire home/apt,883,2,59
7392179,Apartment in city center,1724291,Arvin,Norrmalms,59.33974,18.04878,Entire home/apt,608,1,1
7411320,Colourful flat in Telefonplan,16790631,Adele,Hgersten-Liljeholmens,59.29312,17.99578,Entire home/apt,647,2,0
7437551,Studio Apartment in safe area,15132640,Tomas,Spnga-Tensta,59.37167,17.90243,Entire home/apt,353,21,255
7448726,Cosy one bedroom apt in SOFO!,25139883,Evelina,Sdermalms,59.31369,18.08992,Entire home/apt,1403,2,361
7452173,SoFo Grand Penthouse (160sqm),37459155,Niklas&Victoria,Sdermalms,59.31284,18.08023,Entire home/apt,3698,3,0
7466407,Dreamy home with terrace,2389025,Hanna,Hgersten-Liljeholmens,59.31665,18.00982,Entire home/apt,696,2,344
7506594,Perfect city center location (Odenplan)!,39324925,Susann,Norrmalms,59.34128,18.04811,Entire home/apt,1001,1,56
7521374,awesome apt in great neighborhood,12092037,Mia,Sdermalms,59.31607,18.05531,Entire home/apt,1501,2,258
7540675,Room in a shared apartment in Stockholm,38668112,Younes,Bromma,59.34331,17.88332,Private room,353,3,318
7564704,"Lovely family house, great location",27488662,Jangiz,Hgersten-Liljeholmens,59.29459,17.95061,Entire home/apt,2501,5,354
7568854,Bright clean central apt beside metro stn.,9707364,Joe,stermalms,59.34722,18.07084,Entire home/apt,863,2,0
7590169,Modern house with great view,2753036,Torbjorn,Hgersten-Liljeholmens,59.30828,18.00403,Entire home/apt,1697,2,218
7614052,Kungsholmen room for three,39624924,Ronny,Kungsholmens,59.33014,18.00291,Entire home/apt,687,2,110
7616523,Cozy private room close to Globen!,4622176,Zarah,Farsta,59.25284,18.09439,Private room,275,1,0
7640101,2 Room Apratment at Odenplan,40089552,Jana,Norrmalms,59.34403,18.04757,Entire home/apt,1697,1,326
7644177,LOVELY LIGHT apartment in Stockholm,40111119,Maria,Enskede-rsta-Vantrs,59.27299,18.01969,Entire home/apt,500,1,0
7644597,Cosy Apartment close to the City,4626215,My,Bromma,59.33578,17.9228,Entire home/apt,745,4,288
7660493,Amazing view house in Stockholm,16016868,Stefano,Hgersten-Liljeholmens,59.30287,17.9874,Private room,304,4,0
7675253,Cozy 1 bedroom apartment,7035622,Rickard Markgren,Kungsholmens,59.33603,18.02449,Entire home/apt,804,2,0
7694090,Cozy 2room central apt by the water,33826854,A & E,Kungsholmens,59.33875,18.00473,Entire home/apt,1305,1,0
7703839,Cosy 1 room apartment in Sthlm city,40468412,Lia,Norrmalms,59.34563,18.0468,Entire home/apt,716,7,343
7722957,Stockholms finaste kvarter,40578240,Anna,stermalms,59.33461,18.08285,Private room,795,2,42
7736939,Spacious modern villa in Stockholm,2485251,Diana,lvsj,59.28513,17.99507,Entire home/apt,2403,1,195
7796398,Comfy & quiet flat in central SoFo,13096821,Nena,Sdermalms,59.3129,18.08796,Entire home/apt,991,2,317
7796423,Flat close to Odenplan,41035813,Dick,Norrmalms,59.34169,18.04972,Entire home/apt,1197,2,0
7829569,"Quiet & central, near nightlife",22313057,Love,Sdermalms,59.31047,18.07252,Entire home/apt,500,3,6
7846730,Cute vintage camper van from the 70s,5004387,Stefan,Skarpncks,59.24793,18.16187,Entire home/apt,481,2,0
7906407,Charming apt. in Hornstull,1181336,Katarina,Sdermalms,59.31645,18.02915,Entire home/apt,922,4,0
7910419,Luxurious DB in awarded apartment,8764167,Sercan,Enskede-rsta-Vantrs,59.28949,18.03293,Private room,549,3,0
7916023,Central studio apt in Vasastan,11125847,Maxime,Norrmalms,59.3407,18.03483,Entire home/apt,814,3,0
7923162,Charming room  center of Stockholm,40673767,Sofia,Norrmalms,59.34198,18.03458,Private room,795,2,133
7948027,Pacefull room in a big nice flat,31717785,Giovanna,Skarpncks,59.28685,18.11162,Private room,402,1,270
7974995,Flat in the heart of SOFO,42090776,Alexander,Sdermalms,59.31287,18.0799,Entire home/apt,1599,6,0
7988202,Mi casa es tu casa. The BIG Room.,42160356,Reynaldo,Hgersten-Liljeholmens,59.28525,17.95714,Private room,353,3,358
7991948,Bright apartment close to the city!,26687743,Pernilla,Bromma,59.33698,17.98133,Entire home/apt,451,4,0
8025265,Large Purple Room Central Stockholm,15009298,Julia,stermalms,59.35109,18.06115,Private room,500,2,0
8044452,Nice room-in heart of Stockholm,41359832,Fia,Norrmalms,59.33469,18.0653,Private room,1511,1,22
8129865,Modern tower apartment in Stockholm,2364647,Lukasz,Kungsholmens,59.33976,18.0049,Entire home/apt,1864,3,347
8141428,House close to both city and nature,41799219,Fredrik,Skarpncks,59.2758,18.11596,Entire home/apt,991,5,0
8158732,Central & cosy flat on Kungsholmen,36354906,Daniela,Kungsholmens,59.3289,18.03617,Entire home/apt,804,3,229
8161754,Central apartment in Stockholm,43080483,Jessica & Linda,Norrmalms,59.3356,18.05286,Entire home/apt,696,1,0
8191348,Close to the nature and the city.,4174933,Mae Jane,Skrholmens,59.29401,17.92749,Private room,216,1,72
8246790,Room in apartment near Stockholm C,43182085,Per,Hgersten-Liljeholmens,59.30536,18.02669,Private room,304,2,0
8302488,Charming apartment in Hornstull,138143,Pontus,Sdermalms,59.31898,18.03607,Entire home/apt,755,14,1
8374408,Cozy apt in the heart of Vasastan,36320510,Anna,Norrmalms,59.33969,18.03842,Entire home/apt,922,9,0
8406721,"Loft in cosy apartment, Old Town",18574350,Stanley,Sdermalms,59.32357,18.06935,Private room,677,3,56
8443369,Beautiful penthouse,22896980,Kerstin,Norrmalms,59.34245,18.04304,Entire home/apt,951,4,226
8510084,Apt in central Stockholm with views,37291834,Bilal,stermalms,59.35006,18.06557,Entire home/apt,981,1,0
8521132,Charming central apartment! READ DESCRIPTION,44867910,Harris,Norrmalms,59.33943,18.04857,Entire home/apt,755,1,0
8559978,"Spacious, cozy townhouse close to the city center",45053107,Natalie,Enskede-rsta-Vantrs,59.28654,18.09275,Entire home/apt,1148,2,16
8579273,Cozy apartment in central Sthlm,35731882,Jens,stermalms,59.33626,18.08554,Entire home/apt,1069,3,0
8584672,Nice apartment close to City Center & Tele2/Globen,34386746,Kent,Skarpncks,59.2936,18.09572,Entire home/apt,893,2,0
8590566,Winter holiday in my cosy apartment,28037605,Anna-Karin,Enskede-rsta-Vantrs,59.30012,18.05632,Entire home/apt,745,4,182
8604855,Charming flat near Stockholm city,45272357,Joren,Bromma,59.33281,17.95112,Private room,324,1,0
8606171,Cosy studio with all necessities,25997988,Matilda,Norrmalms,59.3455,18.03094,Entire home/apt,500,2,0
8627567,Charming flat in Hornstull,11510920,Nora,Sdermalms,59.31778,18.02981,Entire home/apt,598,3,0
8627614,"Modern, light apartment close to city centre.",2381679,Manda,stermalms,59.35425,18.08794,Entire home/apt,981,5,0
8667972,Studioapartment @ Hornstull,31523453,Frida,Sdermalms,59.31762,18.02939,Entire home/apt,745,5,162
8693905,Cosy central apartment with balcony,45644849,Jessica,Norrmalms,59.34191,18.03727,Entire home/apt,1305,3,32
8698364,Great Junior 1 bedroom apartment,17371921,Matt,Kungsholmens,59.33765,18.02865,Entire home/apt,1099,2,295
8714931,Charming apartment Hornstull,37776080,Cecilia,Sdermalms,59.3185,18.03513,Entire home/apt,1942,4,8
8727391,Lovely 1 bedroom apartment,6192702,Susanna,stermalms,59.34924,18.09967,Entire home/apt,736,1,0
8733164,Cozy apartment in trendy area,7356665,Christoffer,Sdermalms,59.32018,18.06113,Entire home/apt,1197,3,98
8750376,Old Town - magnificent duplex,5221733,Helena,Sdermalms,59.32644,18.07088,Entire home/apt,2796,3,295
8768304,"Cosy flat, perfect for families",11676979,Emma,stermalms,59.34556,18.09584,Entire home/apt,1403,5,19
8838474,Downtown Victorian Large Room,36840756,Michael & Rebecca,Norrmalms,59.33913,18.04854,Private room,902,1,328
8915125,"Nice, quiet and affordable",46623324,Armando,Hsselby-Vllingby,59.36213,17.83393,Private room,304,1,0
8922463,Beautiful modern apartment with a romantic touch,28421797,Malin,Skarpncks,59.29165,18.11166,Private room,549,2,14
8924130,Apartment in Stockholms trendy SOFO,4206327,Jonatan,Sdermalms,59.30863,18.08515,Entire home/apt,951,2,0
8931999,Great living in the Old Town!,46700054,Kim,Sdermalms,59.32372,18.06806,Entire home/apt,3875,3,310
8936300,A very central 92 m2 apartment,46720316,Maria,Kungsholmens,59.32878,18.02841,Entire home/apt,1197,3,2
8967219,Nice small apartement in SoFo,46862968,Bodil,Sdermalms,59.31089,18.08358,Entire home/apt,1589,1,355
8968467,A beautiful & family friendly place,46867839,Maja,Kungsholmens,59.33754,18.02482,Entire home/apt,1403,2,0
9008724,Apartment in midsommarkransen,34476895,Malin,Hgersten-Liljeholmens,59.30133,18.0132,Private room,647,1,356
9040921,Bright modern apartment in central Stockholm,19697299,Ebba,Norrmalms,59.34759,18.06071,Entire home/apt,1001,3,348
9102486,Attic studio apartment,5275235,Ellinor,Kungsholmens,59.32062,17.9934,Entire home/apt,647,1,0
9149807,Spacious charming 3-room apt in great location,23852135,Don,Kungsholmens,59.33542,18.03173,Entire home/apt,814,180,0
9194700,Best Location in Town: Room,13377675,Caroline,Sdermalms,59.32483,18.0698,Private room,441,2,25
9194818,In the heart of Stockholm,26279105,Anton,Sdermalms,59.31559,18.06534,Entire home/apt,1197,50,52
9223546,Historical Cottage in Kristineberg Castle,47957752,Kimberly,Kungsholmens,59.3341,18.0063,Private room,392,28,42
9243174,Luxury apartment in Stockholm,48039312,Magnus,stermalms,59.34033,18.08815,Entire home/apt,3512,2,355
9250521,Beautiful flat by the canal in trendy Hornstull,17032016,Svetlana,Sdermalms,59.31878,18.02796,Entire home/apt,961,1,10
9268145,Cosy 89m2 in SOFO with altana 40m2,48140673,Carl Elon,Sdermalms,59.31406,18.08077,Entire home/apt,2501,7,336
9268164,Newly refurbished in Old Town,48139894,Elisabeth,Sdermalms,59.32505,18.07267,Entire home/apt,1648,3,274
9340112,"City center, fantastic view",48475946,Cecilia,Kungsholmens,59.32944,18.04674,Entire home/apt,1305,3,0
9344703,Sunny room 20 mins from the city,10072824,Balazs,Enskede-rsta-Vantrs,59.26329,18.01425,Private room,530,1,47
9380854,One big room in a big nice flat,31717785,Giovanna,Skarpncks,59.28674,18.11129,Private room,441,1,336
9386921,Downtown Victorian Small Room,36840756,Michael & Rebecca,Norrmalms,59.33859,18.04825,Private room,598,1,0
9389521,Top Location & Sunny Balcony,14977403,Amy,Sdermalms,59.31223,18.06937,Entire home/apt,893,5,0
9402519,"Cozy, Central, Studio Apartment",22318788,Jose,Sdermalms,59.32312,18.07369,Entire home/apt,795,1,296
9414156,Beautiful 2-room city apartment of 60 sqm,48810564,Oscar,stermalms,59.34041,18.08619,Entire home/apt,1050,2,358
9429711,Beautiful Apartment & Great Area,16707169,Simon,Sdermalms,59.31828,18.05806,Entire home/apt,1187,2,0
9468513,Fresh apartement close to subway,49070949,Britt,Hgersten-Liljeholmens,59.30601,18.00125,Entire home/apt,1501,3,58
9525693,Huge in  central of Stockholm,49349264,Jesper,Kungsholmens,59.32962,18.04698,Entire home/apt,1599,3,9
9527477,Beautiful heirloom apartment,21739281,Caroline,Sdermalms,59.31836,18.06325,Entire home/apt,1295,3,2
9571682,"Central Stockholm, exclusive location, kitchen",49551764,Mathias,Kungsholmens,59.33143,18.03594,Entire home/apt,598,4,0
9583149,Soligt vindsrum,3945180,Carin,Bromma,59.32542,17.94611,Private room,353,1,304
9589843,Stylish 3:a in trendy Hornstull,28702493,Joel,Sdermalms,59.31713,18.03832,Entire home/apt,1805,3,0
9607660,Spacious & sunny -  by Mariatorget,49714240,Mia,Sdermalms,59.31632,18.05389,Entire home/apt,902,3,6
9611111,Nice room in well-planned apartment,49727779,Nils,Hgersten-Liljeholmens,59.30995,17.99473,Private room,412,1,352
9621997,Elin,49775660,Elin,Hgersten-Liljeholmens,59.30978,18.00052,Entire home/apt,647,3,0
9625096,A room close to town.,49788414,Cecilia,Skarpncks,59.2901,18.1123,Entire home/apt,598,3,288
9665691,Mysigt rum i 3a vid Fridhemsplan,13446923,Sara,Kungsholmens,59.33271,18.02614,Private room,745,2,68
9701808,Spacious & family friendly,18072325,nan,Enskede-rsta-Vantrs,59.3029,18.03907,Entire home/apt,726,5,0
9755554,City apartment,49680649,Anna,Norrmalms,59.34731,18.04087,Entire home/apt,726,5,342
9773471,Stylish and central studio in Sthlm,32599454,Linnea,Norrmalms,59.34469,18.04503,Entire home/apt,951,3,0
9792904,2 room apartment,8464670,Henry,Sdermalms,59.31077,18.08206,Entire home/apt,696,5,0
9794429,Charming flat in Midsommarkransen,3502028,Hakan,Hgersten-Liljeholmens,59.29879,18.00864,Entire home/apt,971,3,230
9809055,Cozy 2 room apt. Close to subway,50036367,Philip,Enskede-rsta-Vantrs,59.29711,18.07214,Entire home/apt,893,1,0
9825078,Central 3 room (84sqm) w/ kitchen & balcony,20557039,Markus,Norrmalms,59.34708,18.05228,Private room,1197,2,245
9860588,Charm and design in trendy SOFO,23823792,Julia,Sdermalms,59.30973,18.08659,Entire home/apt,1305,3,297
9869421,3 bedroom apartment on Karlaplan,36684158,Tina,stermalms,59.33882,18.09185,Entire home/apt,1618,10,335
9900431,Modern vintage inspired flat!,28464986,Carolin,Hgersten-Liljeholmens,59.30204,18.00115,Entire home/apt,569,3,0
9901857,Sweet apartment in Hornstull,14434096,Sandra,Sdermalms,59.31949,18.03661,Entire home/apt,1197,3,0
9954618,Top location in Stockholm,50384333,Carima,stermalms,59.33287,18.08559,Entire home/apt,598,4,101
9984596,Central flat with large windows,37746830,Mosse,Norrmalms,59.34118,18.06294,Entire home/apt,902,4,0
9994334,Welcome to our  nice flat !,51345551,Elisabeth,Skarpncks,59.29217,18.10496,Entire home/apt,1805,3,287
10036076,"Airy, modern & clean apartment in the city center",5810834,Daniel,Kungsholmens,59.33215,18.04436,Entire home/apt,1305,2,0
10092882,New apt. in center of Stockholm,51790479,Olga,Sdermalms,59.30833,18.08229,Entire home/apt,1001,2,186
10095730,Modern Apartment with Balcony,37073873,Klas,Norrmalms,59.34218,18.04913,Entire home/apt,1187,2,4
10109966,"Flat, southern Stockholm",41293456,Karl,Hgersten-Liljeholmens,59.3145,18.0129,Entire home/apt,863,3,4
10126623,Lovely home with a swimming pool!,2626332,Martin,Hgersten-Liljeholmens,59.29383,17.95927,Entire home/apt,2550,2,141
10222510,Charming Old Town Studio flat - IRMELI,8547277,Tom,Sdermalms,59.32616,18.07306,Entire home/apt,1059,1,284
10292030,Comfortable room in central of Stockholm,21912940,Parima,Norrmalms,59.34306,18.0452,Private room,853,1,261
10305478,Looking for the perfect christmas stay?,53023705,Margrethe,Kungsholmens,59.33331,18.01901,Entire home/apt,804,7,0
10333190,Nice room w. private bathroom,33041499,Karin,Sdermalms,59.31205,18.10625,Private room,451,2,1
10337821,Top floor at Medborgarplatsen,17484647,Simon,Sdermalms,59.31409,18.07595,Entire home/apt,1177,5,70
10345389,"Renovated, attractive apartment with balcony",53246414,Andreas,Norrmalms,59.33865,18.05199,Entire home/apt,598,4,0
10353547,"Villa Stockholm, 900 meters to Globe Arena,",5017320,Dan,Enskede-rsta-Vantrs,59.28479,18.07971,Entire home/apt,3080,4,66
10364111,A beautiful and spacious place,41359932,Jae,Enskede-rsta-Vantrs,59.26521,18.05397,Entire home/apt,951,3,217
10382515,A charming apartment in a nice area,6935406,Kasper,Bromma,59.34672,17.97212,Entire home/apt,500,1,294
10451121,Urban Contemporary Red Brick Bungalow,135102,Karin,Enskede-rsta-Vantrs,59.27089,18.03749,Entire home/apt,2001,2,10
10482285,Heart of Stockholm,25987813,Isak,Sdermalms,59.31516,18.06036,Entire home/apt,961,3,0
10503026,"Tasteful 4 room family apartment, great location",54154205,Nuno,Norrmalms,59.34587,18.05088,Entire home/apt,2452,2,0
10508633,Quiet green area in Enskede with Forest View,42904920,Zoila,Farsta,59.26533,18.0768,Private room,392,2,42
10509416,Idyllic house  just outside the city center!,23118556,Louise,Farsta,59.2718,18.08292,Entire home/apt,1795,6,0
10509589,The perfect 1 bedroom apt,6565209,Yasmin,stermalms,59.35064,18.06275,Entire home/apt,1462,2,0
10603742,Lovely 2bd in woodsy neighborhood.,54712582,Angela,Hgersten-Liljeholmens,59.29453,17.96624,Private room,353,1,335
10640056,Childfriendly house near city,13295551,Madeleine,Bromma,59.36669,17.92991,Entire home/apt,1805,2,255
10744799,Charming city flat close to nature,55548686,Emilia,Kungsholmens,59.32908,18.00908,Entire home/apt,804,4,0
10759255,Exclusive modern apartment on best location,55639207,Axel,stermalms,59.33829,18.08447,Entire home/apt,853,3,0
10807096,"Top location, 2-rooms, by Stureplan",55866339,Axel,stermalms,59.33626,18.07946,Entire home/apt,2050,2,356
10819350,Cozy studio in the heart of SoFo,39537381,Alexander,Sdermalms,59.313,18.07951,Entire home/apt,1001,7,0
10820875,Modern townhouse in Stockholm,8298314,Mikaela,Skarpncks,59.27989,18.11047,Entire home/apt,1501,4,19
10847404,Cosy house close to city center,13088570,Manne,Enskede-rsta-Vantrs,59.28356,18.0876,Entire home/apt,2295,3,0
10894495,Luxury suite in central Stockholm,5209058,Rasmus,Norrmalms,59.34281,18.05753,Entire home/apt,991,7,0
10902501,2 room in Stockholm,56498414,Peter,Norrmalms,59.33697,18.06674,Entire home/apt,922,7,348
10907993,Top Balcony Apartment in the City Centre,28205864,Dennis,Norrmalms,59.3411,18.048,Entire home/apt,883,3,22
10918920,Fresh apartment in central city!,56593725,Donnie,Kungsholmens,59.326,18.00662,Entire home/apt,883,4,244
10935307,Lovely sunny house near Stockholm C,37339398,Hanna,Spnga-Tensta,59.37224,17.92479,Entire home/apt,2707,2,334
10942440,Elegant apartm/office space 20 min fr City Centre,56734076,Tove,Farsta,59.25771,18.08903,Entire home/apt,304,2,0
10993971,Cosy and well located B&B near Globen,37434428,Ludwig,Enskede-rsta-Vantrs,59.29581,18.08577,Private room,647,3,162
11001539,Cool and hormoni.,57088351,Nasim,Bromma,59.36462,17.94755,Private room,745,1,363
11016259,Modern room with balcony.,12997444,Maja And Wilhelm,stermalms,59.35537,18.08843,Private room,598,4,27
11028894,Somewhere Up The Stairs - SUTS,57232979,Ewa,Sdermalms,59.31316,18.06341,Private room,853,3,52
11033149,QUALITY Stockholm,57232979,Ewa,Sdermalms,59.31197,18.06022,Entire home/apt,1403,3,120
11109733,City Location With Courtyard Access,57713180,Katja,Norrmalms,59.33744,18.0503,Entire home/apt,2246,4,76
11112102,Bicycles and breakfast close to  city and woods.,7663331,Lily,Enskede-rsta-Vantrs,59.29859,18.04974,Private room,539,2,153
11140606,City apartment on the main shopping street,57897200,Stina,Norrmalms,59.33523,18.06213,Entire home/apt,1805,2,0
11164471,Modern Living Excellence in Style,58073451,Justus,Hgersten-Liljeholmens,59.31363,18.00668,Entire home/apt,1305,60,365
11218085,Light and cosy apartment,16743993,Tove,Norrmalms,59.33928,18.03785,Entire home/apt,804,2,0
11241954,Unique Design Loft /w Cosy Patio,7355709,Alexander,Norrmalms,59.34763,18.05797,Entire home/apt,1020,5,0
11268622,Boutique home in Hipster heaven!,11808882,Julia & Jonas,Sdermalms,59.31235,18.07952,Entire home/apt,2501,4,154
11268760,Charming apartment,9511209,Greta,Norrmalms,59.33885,18.03898,Entire home/apt,745,3,0
11270275,Lovely room in central Stockholm!,25745835,Shama,stermalms,59.33911,18.09482,Private room,971,1,141
11286913,Luxury flat - Central Stockholm,29623230,Sussi & Ludde,Kungsholmens,59.33562,18.03663,Private room,785,1,357
